,0
0,97.61904761904762
1,97.61904761904762
2,97.61904761904762
3,97.61904761904762
4,97.61904761904762
5,97.61904761904762
6,97.61904761904762
7,97.61904761904762
8,97.61904761904762
9,97.61904761904762
10,97.61904761904762
11,97.61904761904762
12,97.61904761904762
13,97.61904761904762
14,97.61904761904762
15,97.61904761904762
16,97.61904761904762
17,97.61904761904762
18,97.61904761904762
19,97.61904761904762
20,97.61904761904762
21,97.61904761904762
22,97.61904761904762
23,97.61904761904762
24,97.61904761904762
25,97.61904761904762
26,97.61904761904762
27,97.61904761904762
28,97.61904761904762
29,97.61904761904762
30,97.61904761904762
31,97.61904761904762
32,97.61904761904762
33,97.61904761904762
34,97.61904761904762
35,97.61904761904762
36,97.61904761904762
37,97.61904761904762
38,97.61904761904762
39,97.61904761904762
40,97.61904761904762
41,97.61904761904762
42,97.61904761904762
43,97.61904761904762
44,97.61904761904762
45,97.61904761904762
46,97.61904761904762
47,97.61904761904762
48,97.61904761904762
49,97.61904761904762
50,97.61904761904762
51,97.61904761904762
52,97.61904761904762
53,97.61904761904762
54,97.61904761904762
55,97.61904761904762
56,97.61904761904762
57,97.61904761904762
58,97.61904761904762
59,97.61904761904762
60,97.61904761904762
61,97.61904761904762
62,97.61904761904762
63,97.61904761904762
64,97.61904761904762
65,97.61904761904762
66,97.61904761904762
67,97.61904761904762
68,97.61904761904762
69,97.61904761904762
70,97.61904761904762
71,97.61904761904762
72,97.61904761904762
73,97.61904761904762
74,97.61904761904762
75,97.61904761904762
76,97.61904761904762
77,97.61904761904762
78,97.61904761904762
79,97.61904761904762
80,97.61904761904762
81,97.61904761904762
82,97.61904761904762
83,97.61904761904762
84,97.61904761904762
85,97.61904761904762
86,97.61904761904762
87,97.61904761904762
88,97.61904761904762
89,97.61904761904762
90,97.61904761904762
91,97.61904761904762
92,97.61904761904762
93,97.61904761904762
94,97.61904761904762
95,97.61904761904762
96,97.61904761904762
97,97.61904761904762
98,97.61904761904762
99,97.61904761904762
100,97.61904761904762
101,97.61904761904762
102,97.61904761904762
103,97.61904761904762
104,97.61904761904762
105,97.61904761904762
106,97.61904761904762
107,97.61904761904762
108,97.61904761904762
109,97.61904761904762
110,97.61904761904762
111,97.61904761904762
112,97.61904761904762
113,97.61904761904762
114,97.61904761904762
115,97.61904761904762
116,97.61904761904762
117,97.61904761904762
118,97.61904761904762
119,97.61904761904762
120,97.61904761904762
121,97.61904761904762
122,97.61904761904762
123,97.61904761904762
124,97.61904761904762
125,97.61904761904762
126,97.61904761904762
127,97.61904761904762
128,97.61904761904762
129,97.61904761904762
130,97.61904761904762
131,97.61904761904762
132,97.61904761904762
133,97.61904761904762
134,97.61904761904762
135,97.61904761904762
136,97.61904761904762
137,97.61904761904762
138,97.61904761904762
139,97.61904761904762
140,97.61904761904762
141,97.61904761904762
142,97.61904761904762
143,97.61904761904762
144,97.61904761904762
145,97.61904761904762
146,97.61904761904762
147,97.61904761904762
148,97.61904761904762
149,97.61904761904762
150,97.61904761904762
151,97.61904761904762
152,97.61904761904762
153,97.61904761904762
154,97.61904761904762
155,97.61904761904762
156,97.61904761904762
157,97.61904761904762
158,97.61904761904762
159,97.61904761904762
160,97.61904761904762
161,97.61904761904762
162,97.61904761904762
163,97.61904761904762
164,97.61904761904762
165,97.61904761904762
166,97.61904761904762
167,97.61904761904762
168,97.61904761904762
169,97.61904761904762
170,97.61904761904762
171,97.61904761904762
172,97.61904761904762
173,97.61904761904762
174,97.61904761904762
175,97.61904761904762
176,97.61904761904762
177,97.61904761904762
178,97.61904761904762
179,97.61904761904762
180,97.61904761904762
181,97.61904761904762
182,97.61904761904762
183,97.61904761904762
184,97.61904761904762
185,97.61904761904762
186,97.61904761904762
187,97.61904761904762
188,97.61904761904762
189,97.61904761904762
190,97.61904761904762
191,97.61904761904762
192,97.61904761904762
193,97.61904761904762
194,97.61904761904762
195,97.61904761904762
196,97.61904761904762
197,97.61904761904762
198,97.61904761904762
199,97.61904761904762
200,97.61904761904762
201,97.61904761904762
202,97.61904761904762
203,97.61904761904762
204,97.61904761904762
205,97.61904761904762
206,97.61904761904762
207,97.61904761904762
208,97.61904761904762
209,97.61904761904762
210,97.61904761904762
211,97.61904761904762
212,97.61904761904762
213,97.61904761904762
214,97.61904761904762
215,97.61904761904762
216,97.61904761904762
217,97.61904761904762
218,97.61904761904762
219,97.61904761904762
220,97.61904761904762
221,97.61904761904762
222,97.61904761904762
223,97.61904761904762
224,97.61904761904762
225,97.61904761904762
226,97.61904761904762
227,97.61904761904762
228,97.61904761904762
229,97.61904761904762
230,97.61904761904762
231,97.61904761904762
232,97.61904761904762
233,97.61904761904762
234,97.61904761904762
235,97.61904761904762
236,97.61904761904762
237,97.61904761904762
238,97.61904761904762
239,97.61904761904762
240,97.61904761904762
241,97.61904761904762
242,97.61904761904762
243,97.61904761904762
244,97.61904761904762
245,97.61904761904762
246,97.61904761904762
247,97.61904761904762
248,97.61904761904762
249,97.61904761904762
250,97.61904761904762
251,97.61904761904762
252,97.61904761904762
253,97.61904761904762
254,97.61904761904762
255,97.61904761904762
256,97.61904761904762
257,97.61904761904762
258,97.61904761904762
259,97.61904761904762
260,97.61904761904762
261,97.61904761904762
262,97.61904761904762
263,97.61904761904762
264,97.61904761904762
265,97.61904761904762
266,97.61904761904762
267,97.61904761904762
268,97.61904761904762
269,97.61904761904762
270,97.61904761904762
271,97.61904761904762
272,97.61904761904762
273,97.61904761904762
274,97.61904761904762
275,97.61904761904762
276,97.61904761904762
277,97.61904761904762
278,97.61904761904762
279,97.61904761904762
280,97.61904761904762
281,97.61904761904762
282,97.61904761904762
283,97.61904761904762
284,97.61904761904762
285,97.61904761904762
286,97.61904761904762
287,97.61904761904762
288,97.61904761904762
289,97.61904761904762
290,97.61904761904762
291,97.61904761904762
292,97.61904761904762
293,97.61904761904762
294,97.61904761904762
295,97.61904761904762
296,97.61904761904762
297,97.61904761904762
298,97.61904761904762
299,97.61904761904762
300,97.61904761904762
301,97.61904761904762
302,97.61904761904762
303,97.61904761904762
304,97.61904761904762
305,97.61904761904762
306,97.61904761904762
307,97.61904761904762
308,97.61904761904762
309,97.61904761904762
310,97.61904761904762
311,97.61904761904762
312,97.61904761904762
313,97.61904761904762
314,97.61904761904762
315,97.61904761904762
316,97.61904761904762
317,97.61904761904762
318,97.61904761904762
319,97.61904761904762
320,97.61904761904762
321,97.61904761904762
322,97.61904761904762
323,97.61904761904762
324,97.61904761904762
325,97.61904761904762
326,97.61904761904762
327,97.61904761904762
328,97.61904761904762
329,97.61904761904762
330,97.61904761904762
331,97.61904761904762
332,97.61904761904762
333,97.61904761904762
334,97.61904761904762
335,97.61904761904762
336,97.61904761904762
337,97.61904761904762
338,97.61904761904762
339,97.61904761904762
340,97.61904761904762
341,97.61904761904762
342,97.61904761904762
343,97.61904761904762
344,97.61904761904762
345,97.61904761904762
346,97.61904761904762
347,97.61904761904762
348,97.61904761904762
349,97.61904761904762
350,97.61904761904762
351,97.61904761904762
352,97.61904761904762
353,97.61904761904762
354,97.61904761904762
355,97.61904761904762
356,97.61904761904762
