,LMA (g/m²),N content (mg/cm²),LAI (m²/m²),C content (mg/cm²),Chl content (μg/cm²),EWT (mg/cm²),Carotenoid content (μg/cm²),Phosphorus content (mg/cm²),Lignin (mg/cm²),Cellulose (mg/cm²),Fiber (mg/cm²),Anthocyanin content (μg/cm²),NSC (mg/cm²),Magnesium content (mg/cm²),Ca content (mg/cm²),Potassium content (mg/cm²),Boron content (mg/cm²),Copper content (mg/cm²),Sulfur content (mg/cm²),Manganese content (mg/cm²)
86,78.1584338,,5.814059289,,71.7207533,18.14441364,12.37403528,,,,,2.81775878,,,,,,,,
87,19.35935831,,3.098911067,,25.83360658,13.54077474,7.445229555,,,,,1.076543421,,,,,,,,
88,24.7628796,,0.387538462,,30.53977646,12.5248304,10.57438855,,,,,2.352591683,,,,,,,,
89,13.43660753,,1.6789,,34.37358761,15.15485734,8.873186314,,,,,1.291640576,,,,,,,,
90,,,0.452038462,,29.98267299,,10.39703695,,,,,2.157185611,,,,,,,,
91,30.68022457,,3.51775,,43.24311707,13.41582509,10.76100041,,,,,1.30037181,,,,,,,,
92,23.59988597,,2.7811,,33.34525555,16.14686013,8.695261511,,,,,1.614404177,,,,,,,,
93,26.46228053,,4.8978625,,41.33504252,16.38211929,10.38704082,,,,,2.059976784,,,,,,,,
94,39.79350555,,0.8035,,30.50214597,10.33254294,10.17607332,,,,,1.618047191,,,,,,,,
95,79.28063844,,0.848466403,,50.33800315,14.02692008,11.95733388,,,,,1.247771306,,,,,,,,
96,50.746912,,0.2576,,36.45680908,22.4795762,10.27054462,,,,,0.988954192,,,,,,,,
97,23.6494226,,5.818742657,,39.48358112,11.76057464,10.17579875,,,,,1.2612999,,,,,,,,
98,23.079956,,3.375553811,,42.40988404,11.12107786,10.67846756,,,,,1.751079709,,,,,,,,
99,24.6115953,,2.317769231,,50.73963187,35.80813519,11.7257984,,,,,2.057985435,,,,,,,,
100,39.14139077,,4.926829306,,46.73703599,12.01278123,11.10060894,,,,,1.639848789,,,,,,,,
101,,,6.238811189,,35.75204126,,9.958331047,,,,,1.657026016,,,,,,,,
102,70.22584577,,3.768403589,,52.86248554,55.7867779,11.72846162,,,,,1.450775148,,,,,,,,
103,29.116908,,5.574919617,,40.32346686,9.607910144,9.465118198,,,,,1.722316794,,,,,,,,
104,30.3192842,,4.827006604,,35.2521953,11.16485811,9.55705817,,,,,0.984850986,,,,,,,,
105,30.9184193,,2.766882057,,42.505883,16.04993812,11.64682373,,,,,1.620124444,,,,,,,,
106,29.89083746,,3.057461538,,46.62660573,34.62242948,11.3524337,,,,,1.852429,,,,,,,,
107,,,2.219032508,,22.33975155,,6.942028405,,,,,0.708463336,,,,,,,,
108,,,2.551721651,,31.75744754,,9.125666177,,,,,0.969683645,,,,,,,,
109,48.66039343,,2.230506837,,21.76737659,22.28775112,6.869085409,,,,,0.718891049,,,,,,,,
110,53.282994,,2.0741,,16.91552858,26.6233864,6.446341279,,,,,0.689398659,,,,,,,,
111,38.72225347,,4.14286014,,40.31838314,32.6342915,10.75227188,,,,,1.525524101,,,,,,,,
112,47.19176698,,2.233195046,,21.23184947,22.24743184,6.806740247,,,,,0.728988715,,,,,,,,
113,82.27397439,,4.057733732,,49.87582076,50.05115988,11.38846747,,,,,1.374804468,,,,,,,,
114,,,1.453115385,,37.33423266,,10.99886507,,,,,1.489717369,,,,,,,,
115,,,4.94680583,,20.97079168,,6.65310626,,,,,0.703225941,,,,,,,,
116,,,2.707099322,,26.68945991,,8.270316266,,,,,0.927007866,,,,,,,,
117,,,3.117604895,,41.51169047,,10.95456901,,,,,1.665917717,,,,,,,,
118,,,3.324477911,,32.01561005,,9.892831091,,,,,1.221363758,,,,,,,,
119,,,4.702944056,,36.56726681,,10.34753348,,,,,1.310896498,,,,,,,,
120,30.34077691,,4.246304266,,45.65281147,11.51131644,10.93189383,,,,,1.655404358,,,,,,,,
121,90.18112192,,4.070939474,,45.50182154,43.38006042,10.90668982,,,,,1.313644388,,,,,,,,
122,51.90915371,,4.786957895,,23.46188473,9.0053609,7.741559648,,,,,1.091490525,,,,,,,,
123,53.73219253,,2.938800699,,34.50631318,18.77324461,10.09682012,,,,,1.207784535,,,,,,,,
124,24.32553491,,3.381278828,,42.87733757,11.56303671,10.69652316,,,,,1.580853638,,,,,,,,
125,113.7201734,,2.015059289,,55.73777684,25.50967651,12.39376217,,,,,1.378526521,,,,,,,,
126,35.73407629,,5.170346768,,20.98452483,16.52037353,6.597495785,,,,,0.695925858,,,,,,,,
127,43.92440196,,3.155285526,,26.45984099,21.04542573,8.47540816,,,,,1.016695264,,,,,,,,
128,54.05246263,,4.673484211,,22.21573805,9.125931626,7.605958952,,,,,1.04500671,,,,,,,,
129,35.92233598,,4.252758871,,27.47065444,8.266138608,8.20957029,,,,,0.966696559,,,,,,,,
130,45.20963796,,2.952840385,,18.84679892,15.20827807,7.083250312,,,,,1.433690537,,,,,,,,
131,44.7807619,,3.584265789,,21.81562281,14.25873573,8.478723127,,,,,1.118915894,,,,,,,,
132,90.14473819,,2.437693281,,53.90224951,21.35227717,12.18179165,,,,,1.417361454,,,,,,,,
133,37.39361897,,2.914501954,,23.28992927,18.50204362,7.91562086,,,,,1.029907343,,,,,,,,
134,82.87193603,,3.49788126,,41.88254158,40.31929084,10.53101122,,,,,1.334306457,,,,,,,,
135,37.7039175,,3.39949339,,21.54588176,8.176034013,7.387296883,,,,,0.877900084,,,,,,,,
136,42.71615115,,3.442330542,,15.98591618,15.05982767,7.970143024,,,,,1.353759995,,,,,,,,
137,,,3.737666218,,21.30282621,,6.735372815,,,,,0.72223789,,,,,,,,
138,38.08117214,,3.128672763,,19.8275434,8.268720862,7.160248733,,,,,0.847938673,,,,,,,,
139,31.84009145,,2.594332656,,20.70956788,16.70807883,7.394440272,,,,,1.01700077,,,,,,,,
140,35.48466375,,1.882172192,,12.34986515,11.07824557,6.269711049,,,,,0.929284154,,,,,,,,
141,,,1.34828741,,17.60349357,,7.046680457,,,,,0.835701066,,,,,,,,
142,,,2.140978349,,17.4656028,,6.712401725,,,,,0.991085789,,,,,,,,
143,,,3.327865385,,15.45828034,,7.06395056,,,,,0.628779018,,,,,,,,
144,68.58740735,,2.570934091,,24.40895345,20.94330742,9.112724633,,,,,1.066854243,,,,,,,,
145,,,,,38.53563507,,10.22024767,,,,,1.467106178,,,,,,,,
146,,,,,8.398645694,,5.602821218,,,,,0.646321865,,,,,,,,
147,71.584535,0.114687831,,,23.21848045,17.623673,4.125131344,0.015553823,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,,,
150,71.584535,0.114687831,,,23.21848045,17.623673,4.125131344,0.015553823,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,,,,,,,,,,
158,48.032008,0.154691102,,,32.12775315,21.587114,6.310817876,0.013645274,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,,,,,,,,,,
162,36.914271,0.133302752,,,39.49312606,18.560679,7.512185328,0.011870873,,,,,,,,,,,,
163,48.032008,0.154691102,,,32.12775315,21.587114,6.310817876,0.013645274,,,,,,,,,,,,
164,48.032008,0.154691102,,,32.12775315,21.587114,6.310817876,0.013645274,,,,,,,,,,,,
165,50.275679,0.110111128,,,25.13063808,16.338736,4.883929481,0.015523536,,,,,,,,,,,,
166,66.924237,0.096307283,,,17.68320468,18.448757,4.410524466,0.010692084,,,,,,,,,,,,
167,50.275679,0.110111128,,,25.13063808,16.338736,4.883929481,0.015523536,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,
169,66.924237,0.096307283,,,17.68320468,18.448757,4.410524466,0.010692084,,,,,,,,,,,,
170,69.469065,0.113035783,,,21.35919553,21.768575,4.646784592,0.011125769,,,,,,,,,,,,
171,37.995797,0.163797518,,,34.70645849,26.24742,5.04198573,0.022660754,,,,,,,,,,,,
172,37.995797,0.163797518,,,34.70645849,26.24742,5.04198573,0.022660754,,,,,,,,,,,,
173,61.77461,0.195667105,,,38.06426302,17.49588,6.527779509,0.017217307,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,
175,71.584535,0.114687831,,,23.21848045,17.623673,4.125131344,0.015553823,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,
196,61.613605,0.106175238,,,23.15972671,17.786732,5.157500741,0.018735089,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,
203,56.383585,0.096201131,,,25.55150263,17.319128,5.677561008,0.017723278,,,,,,,,,,,,
204,50.275679,0.110111128,,,25.13063808,16.338736,4.883929481,0.015523536,,,,,,,,,,,,
205,67.880172,0.066529499,,,10.97772846,18.131162,3.20410926,0.010473001,,,,,,,,,,,,
206,69.469065,0.113035783,,,21.35919553,21.768575,4.646784592,0.011125769,,,,,,,,,,,,
207,67.880172,0.066529499,,,10.97772846,18.131162,3.20410926,0.010473001,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,
209,67.880172,0.066529499,,,10.97772846,18.131162,3.20410926,0.010473001,,,,,,,,,,,,
210,59.760721,0.07045238,,,14.5461188,17.975897,3.118470465,0.011747972,,,,,,,,,,,,
211,50.275679,0.110111128,,,25.13063808,16.338736,4.883929481,0.015523536,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,
215,58.703349,0.118195741,,,35.90387324,18.050379,6.150298042,0.017517379,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,
218,71.584535,0.114687831,,,23.21848045,17.623673,4.125131344,0.015553823,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,,,
232,61.613605,0.106175238,,,23.15972671,17.786732,5.157500741,0.018735089,,,,,,,,,,,,
233,69.469065,0.113035783,,,21.35919553,21.768575,4.646784592,0.011125769,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,
239,56.383585,0.096201131,,,25.55150263,17.319128,5.677561008,0.017723278,,,,,,,,,,,,
240,69.469065,0.113035783,,,21.35919553,21.768575,4.646784592,0.011125769,,,,,,,,,,,,
241,59.760721,0.07045238,,,14.5461188,17.975897,3.118470465,0.011747972,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,
244,69.469065,0.113035783,,,21.35919553,21.768575,4.646784592,0.011125769,,,,,,,,,,,,
245,59.760721,0.07045238,,,14.5461188,17.975897,3.118470465,0.011747972,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,,,,,,
249,58.703349,0.118195741,,,35.90387324,18.050379,6.150298042,0.017517379,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,,
251,51.891496,0.146627133,,,30.09513686,15.888515,5.788805405,0.016718677,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,,,,
262,,,,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,,,,,
266,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,,,,,,,
282,,,,,,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,,,,,,
284,,,,,,,,,,,,,,,,,,,,
285,175.2,0.387,,8.897,,19.8759445,,,,,,,,,,,,,,
286,129.07,0.306,,6.586,,12.46551818,,,,,,,,,,,,,,
287,103.39,0.206,,5.192,,9.775785992,,,,,,,,,,,,,,
288,108.28,0.158,,5.666,,8.759554269,,,,,,,,,,,,,,
289,105.26,0.172,,5.115,,13.4348468,,,,,,,,,,,,,,
290,33.82,0.075,,1.404,,17.74229731,,,,,,,,,,,,,,
291,71.9,0.114,,3.245,,8.745283688,,,,,,,,,,,,,,
292,67.83,0.089,,3.093,,6.812911004,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,,,,,
